RowNumber,CustomerId,Surname,FirstName,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6012,11390993,Desai,Amit,720,Tamil Nadu,Male,62,3,0.0,2,1,0,2099951.71,1
6013,14319936,Patel,Deepak,893,Gujarat,Male,29,4,141765.17,1,0,1,1246234.15,0
6014,14904458,Mishra,Anjali,519,Karnataka,Female,64,7,848358.3,2,1,0,1442060.4,0
6015,18867103,Kumar,Deepak,531,Karnataka,Male,23,8,1496851.1,1,1,1,1506683.13,0
6016,13675067,Chatterjee,Aditya,557,Tamil Nadu,Male,33,6,435553.2,2,0,1,1074082.27,0
6017,12713695,Das,Priya,628,Maharashtra,Female,26,9,806991.55,2,1,0,966790.11,0
6018,18427442,Pandey,Shreya,738,Karnataka,Female,58,5,0.0,2,0,1,1647995.15,1
6019,17692499,Pillai,Riya,490,Karnataka,Female,41,2,796952.92,2,1,0,992472.36,1
6020,15533210,Reddy,Riya,619,Maharashtra,Female,39,8,279137.49,1,1,1,451424.61,0
6021,15508163,Banerjee,Arjun,364,Delhi,Male,45,9,269792.91,2,1,0,2181511.08,1
6022,13481568,Desai,Riya,545,Gujarat,Female,59,0,511333.57,2,0,1,1540831.08,0
6023,17919700,Bose,Karan,436,Gujarat,Male,24,8,1409730.63,1,0,1,2102347.39,0
6024,16138431,Shah,Deepak,466,Maharashtra,Male,42,2,990869.41,1,0,1,1287205.71,0
6025,13457814,Saxena,Riya,462,Maharashtra,Female,25,8,560650.92,2,1,1,1672850.37,0
6026,12756322,Malhotra,Siddharth,696,Delhi,Male,21,9,0.0,2,0,0,2313207.81,1
6027,11352517,Nair,Priya,736,Gujarat,Female,37,0,303249.33,1,1,1,1917250.67,0
6028,12779450,Yadav,Shreya,300,Maharashtra,Female,29,7,0.0,2,1,1,993821.15,1
6029,14272520,Kumar,Karan,477,Tamil Nadu,Male,29,5,0.0,1,1,1,941832.97,0
6030,17983551,Tiwari,Anjali,780,Maharashtra,Female,44,8,1405728.22,2,1,1,812056.59,0
6031,19526293,Patel,Deepak,543,Karnataka,Male,30,3,881786.63,2,1,1,1284160.37,0
6032,12017751,Chopra,Arjun,537,Delhi,Male,40,4,1319998.83,4,1,1,2314639.84,0
6033,12731620,Banerjee,Nisha,416,Tamil Nadu,Female,37,5,584026.94,1,1,1,221013.44,0
6034,17852238,Nair,Manish,647,Maharashtra,Male,33,8,1328949.39,2,1,1,1944710.68,0
6035,14269017,Nair,Nisha,306,Karnataka,Female,49,5,504581.96,1,0,1,997656.05,0
6036,13528521,Joshi,Nikhil,473,Maharashtra,Male,56,8,0.0,1,1,1,2059456.85,1
6037,14218538,Chatterjee,Nikhil,415,Tamil Nadu,Male,43,1,0.0,2,1,0,1186554.67,1
6038,17532294,Patel,Neha,554,Gujarat,Female,47,3,849691.48,2,0,0,1855216.74,0
6039,13789832,Gupta,Kavya,771,Maharashtra,Female,38,2,415502.87,2,0,1,2123855.68,0
6040,14173795,Shah,Vikram,890,Gujarat,Male,38,3,0.0,2,1,1,1271130.56,0
6041,13039846,Nair,Nikhil,835,Karnataka,Male,29,0,173577.24,2,1,0,1878733.86,0
6042,10725697,Bose,Anjali,850,Maharashtra,Female,23,1,521901.62,2,0,1,338656.17,0
6043,19775007,Shah,Suresh,494,Delhi,Male,27,3,1344339.59,1,0,1,871156.75,0
6044,14531071,Pillai,Neha,503,Maharashtra,Female,35,9,1106831.24,2,1,1,927889.42,0
6045,14418737,Banerjee,Karan,468,Tamil Nadu,Male,50,3,86694.19,2,1,0,1283339.85,0
6046,10853368,Nair,Sneha,456,Tamil Nadu,Female,29,4,0.0,2,0,0,1680703.38,0
6047,16169497,Joshi,Shreya,789,Maharashtra,Female,61,8,376076.09,2,1,1,1270718.98,0
6048,11846916,Menon,Deepak,805,Karnataka,Male,47,0,0.0,2,1,0,2136133.06,1
6049,10985066,Pillai,Suresh,303,Tamil Nadu,Male,56,7,0.0,3,1,0,779000.97,0
6050,10878019,Bose,Meera,882,Gujarat,Female,38,2,1162103.92,2,1,1,492890.37,0
6051,11799604,Iyer,Kavya,857,Karnataka,Female,51,8,606547.29,1,1,0,1040335.21,0
6052,13381089,Iyer,Deepak,409,Gujarat,Male,37,7,0.0,1,0,0,742539.65,0
6053,14639585,Saxena,Neha,497,Karnataka,Female,26,7,0.0,2,1,0,1556876.6,0
6054,15843897,Menon,Sunita,692,Delhi,Female,59,8,0.0,1,0,1,1503083.46,1
6055,15999494,Mehta,Kavya,731,Tamil Nadu,Female,45,3,336834.44,2,1,0,1889433.91,0
6056,11960050,Tiwari,Sunita,399,Karnataka,Female,62,4,308344.59,1,1,0,2003637.46,0
6057,16786847,Mishra,Aarav,351,Karnataka,Male,62,6,159427.29,2,0,1,509232.2,0
6058,14551961,Mehta,Pooja,712,Karnataka,Female,58,1,919518.06,3,0,1,979227.04,0
6059,18294300,Joshi,Siddharth,302,Tamil Nadu,Male,58,6,1319561.44,2,0,0,362570.85,0
6060,18563985,Joshi,Suresh,458,Tamil Nadu,Male,51,2,0.0,2,1,0,1756957.94,1
6061,11643173,Kumar,Manish,643,Delhi,Male,49,5,1410140.44,4,1,0,2039292.72,1
6062,15313770,Chopra,Pranav,362,Delhi,Male,60,5,0.0,2,1,1,2410637.59,0
6063,12136219,Mishra,Karan,451,Karnataka,Male,29,5,0.0,3,1,0,2400261.69,1
6064,15575373,Chopra,Rahul,475,Karnataka,Male,21,9,1375736.2,2,0,0,1645798.88,0
6065,17618939,Pandey,Pranav,399,Maharashtra,Male,36,1,0.0,2,1,1,1895250.99,0
6066,16751923,Joshi,Sneha,836,Tamil Nadu,Female,58,8,410111.23,2,1,1,664193.05,1
6067,16555265,Nair,Nikhil,483,Karnataka,Male,43,7,755408.93,1,0,0,1532517.58,0
6068,16577554,Kumar,Nikhil,658,Delhi,Male,28,6,148421.33,2,0,1,947529.45,0
6069,19781246,Kapoor,Deepak,546,Maharashtra,Male,32,8,414920.65,3,1,0,432967.65,0
6070,12549772,Agarwal,Amit,832,Maharashtra,Male,30,3,1488013.2,2,0,0,1318080.13,1
6071,10567789,Chatterjee,Rahul,430,Gujarat,Male,36,1,879723.43,1,1,1,1156910.44,0
6072,17373898,Chatterjee,Amit,309,Delhi,Male,63,3,1498131.69,1,1,1,340515.94,1
6073,17040448,Agarwal,Isha,477,Maharashtra,Female,44,9,29737.9,1,1,0,2394195.65,0
6074,17928482,Banerjee,Ananya,808,Karnataka,Female,59,2,1457178.37,1,1,1,2398936.62,0
6075,17252051,Malhotra,Ananya,425,Delhi,Female,28,1,0.0,1,0,0,1476313.17,0
6076,16632220,Banerjee,Rahul,824,Maharashtra,Male,31,1,128960.46,3,1,1,2370974.9,0
6077,10241505,Chatterjee,Aarav,343,Delhi,Male,61,7,138906.67,2,1,1,779033.03,0
6078,13622901,Sharma,Rahul,684,Karnataka,Male,46,4,0.0,1,0,1,2016307.22,1
6079,14755174,Malhotra,Meera,549,Karnataka,Female,27,5,713153.35,2,1,1,2382049.26,0
6080,19755580,Shah,Deepak,354,Delhi,Male,35,7,132483.04,2,1,0,1097074.29,0
6081,12629803,Pillai,Nikhil,571,Delhi,Male,35,6,1278056.51,1,1,0,881781.66,0
6082,14789900,Kapoor,Manish,859,Gujarat,Male,23,6,0.0,2,0,1,1791412.46,0
6083,15814852,Chatterjee,Rohan,590,Delhi,Male,36,6,550562.18,1,1,1,1279145.36,0
6084,17929048,Desai,Divya,350,Delhi,Female,35,6,784666.11,2,1,0,1058204.12,1
6085,13708456,Banerjee,Priya,646,Maharashtra,Female,45,7,0.0,2,0,0,1984484.08,0
6086,12574902,Chopra,Divya,727,Karnataka,Female,53,0,159239.51,2,1,1,735109.75,0
6087,11055033,Iyer,Rajesh,684,Tamil Nadu,Male,34,2,79938.38,2,0,1,1776565.85,0
6088,14284264,Srivastava,Priya,649,Maharashtra,Female,44,0,1019510.07,1,0,0,1079255.8,0
6089,16242091,Rao,Rekha,590,Tamil Nadu,Female,31,7,0.0,2,1,1,786255.52,0
6090,10589284,Gupta,Isha,810,Maharashtra,Female,23,1,41633.0,2,1,1,2340008.63,0
6091,18434358,Tiwari,Karan,650,Delhi,Male,29,6,1001815.89,3,0,0,755137.19,0
6092,14526663,Mishra,Divya,823,Tamil Nadu,Female,26,5,1059974.16,2,1,1,1077454.68,0
6093,16825690,Das,Nisha,846,Delhi,Female,51,0,0.0,1,1,1,1620932.56,1
6094,16917957,Mehta,Amit,525,Karnataka,Male,36,5,0.0,2,1,0,321726.27,0
6095,15575494,Srivastava,Sunita,651,Maharashtra,Female,31,8,0.0,2,0,1,416974.83,0
6096,18315870,Verma,Shreya,728,Tamil Nadu,Female,37,2,361871.8,2,0,0,1639142.31,0
6097,14802948,Tiwari,Manish,769,Maharashtra,Male,23,6,688931.17,2,1,0,1551565.31,0
6098,14941121,Pandey,Aarav,822,Gujarat,Male,39,3,143093.29,2,1,0,1578184.28,0
6099,16246691,Saxena,Aarav,583,Maharashtra,Male,44,0,0.0,2,1,1,1556189.8,1
6100,18962343,Saxena,Neha,319,Gujarat,Female,62,6,0.0,1,0,1,2116384.85,1
6101,13839081,Chatterjee,Nisha,671,Delhi,Female,28,0,1245661.32,1,1,1,946527.65,0
6102,19175317,Mishra,Rahul,613,Tamil Nadu,Male,56,3,1043946.09,2,1,1,587370.7,0
6103,17101150,Chatterjee,Aarav,720,Delhi,Male,60,8,388731.87,2,1,1,2262030.04,1
6104,18817125,Agarwal,Nikhil,712,Gujarat,Male,22,4,720383.67,1,1,0,1477986.51,0
6105,18820323,Shah,Divya,375,Maharashtra,Female,43,6,1076724.59,2,1,0,2010404.24,0
6106,16919575,Rao,Karan,648,Maharashtra,Male,60,6,0.0,2,1,1,625323.35,0
6107,15065012,Das,Suresh,719,Karnataka,Male,50,2,1453672.78,1,1,1,1255781.16,0
6108,10216859,Banerjee,Shreya,846,Maharashtra,Female,45,7,142113.57,2,1,0,454296.0,0
6109,11192125,Srivastava,Siddharth,573,Maharashtra,Male,27,0,0.0,1,0,0,409489.7,0
6110,15197264,Kapoor,Rajesh,740,Gujarat,Male,48,3,29953.66,1,0,0,1233755.71,0
6111,14220918,Sharma,Rajesh,385,Gujarat,Male,61,9,727762.7,2,0,1,1560593.73,0
6112,14362579,Joshi,Aarav,894,Delhi,Male,37,3,435798.4,1,1,1,2331935.86,0
6113,14235826,Shah,Siddharth,845,Gujarat,Male,52,1,1451635.24,1,1,0,293284.52,0
6114,16243084,Tiwari,Nisha,756,Karnataka,Female,21,5,1284020.69,2,1,1,1044528.79,0
6115,10760036,Sharma,Divya,629,Delhi,Female,47,0,0.0,2,1,1,1895967.31,0
6116,16521658,Kumar,Anjali,382,Tamil Nadu,Female,64,2,740099.03,2,1,0,885218.31,0
6117,17385769,Malhotra,Shreya,820,Tamil Nadu,Female,56,8,163175.07,1,1,1,1926790.26,1
6118,11676873,Agarwal,Pranav,839,Gujarat,Male,27,9,0.0,3,0,1,2384992.81,0
6119,13901429,Chatterjee,Deepak,521,Delhi,Male,23,5,0.0,1,1,0,1545406.23,0
6120,12222031,Iyer,Arjun,509,Tamil Nadu,Male,50,1,586511.26,1,1,0,761544.44,0
6121,13969170,Desai,Riya,735,Maharashtra,Female,21,8,0.0,1,0,1,1560716.0,0
6122,11039018,Patel,Neha,837,Maharashtra,Female,54,1,457689.65,2,1,0,883685.09,1
6123,18969327,Chopra,Rajesh,446,Maharashtra,Male,58,6,355081.69,2,1,1,572967.11,1
6124,11998056,Chatterjee,Amit,518,Gujarat,Male,63,0,809202.87,3,0,0,2018929.01,0
6125,14521078,Mehta,Arjun,367,Tamil Nadu,Male,56,4,1033894.61,1,0,0,1717941.93,0
6126,10957658,Bose,Aarav,604,Tamil Nadu,Male,53,6,0.0,2,0,0,2152025.48,1
6127,14608006,Joshi,Pooja,325,Karnataka,Female,63,2,71788.43,1,1,0,2203110.13,0
6128,16592021,Iyer,Deepak,622,Delhi,Male,36,3,45287.87,2,0,0,1007424.21,0
6129,15510318,Pandey,Neha,399,Maharashtra,Female,58,4,135415.35,2,1,1,441057.76,1
6130,16291966,Das,Rajesh,792,Delhi,Male,31,2,0.0,1,0,0,1273859.45,1
6131,18060266,Pillai,Sunita,553,Delhi,Female,28,5,663413.52,1,1,1,1002512.01,0
6132,18098149,Pandey,Anjali,769,Tamil Nadu,Female,21,2,85238.42,2,0,1,1649252.68,0
6133,10301337,Agarwal,Neha,328,Karnataka,Female,34,7,0.0,1,1,1,2135709.38,0
6134,13783889,Chopra,Suresh,426,Maharashtra,Male,50,6,0.0,1,1,1,1598753.15,0
6135,19763783,Mehta,Rajesh,490,Maharashtra,Male,41,0,0.0,1,1,0,204999.64,0
6136,17824173,Chatterjee,Aarav,420,Maharashtra,Male,41,1,131683.96,2,1,1,1579946.49,0
6137,17377507,Pandey,Aarav,535,Delhi,Male,54,3,0.0,1,1,1,479516.25,0
6138,16267887,Chopra,Pooja,336,Gujarat,Female,58,4,0.0,2,1,0,914708.94,0
6139,16128742,Tiwari,Shreya,568,Karnataka,Female,46,9,432766.23,2,1,1,737480.11,0
6140,19246619,Reddy,Suresh,524,Tamil Nadu,Male,61,3,199165.49,1,0,0,1346582.64,0
6141,12542202,Kumar,Manish,346,Karnataka,Male,34,3,0.0,1,0,0,2006451.55,0
6142,15688998,Das,Arjun,798,Delhi,Male,60,8,728567.67,2,1,0,268535.69,1
6143,19800323,Gupta,Riya,755,Maharashtra,Female,55,3,778553.0,2,1,1,313937.37,0
6144,15355067,Patel,Riya,780,Gujarat,Female,62,3,41753.32,1,0,0,2405102.36,1
6145,19252405,Iyer,Amit,652,Tamil Nadu,Male,38,3,903510.73,1,0,1,1199553.06,0
6146,11792772,Joshi,Amit,731,Maharashtra,Male,40,1,0.0,1,1,1,1897309.87,0
6147,15135735,Sharma,Anjali,787,Karnataka,Female,29,7,966203.36,2,1,1,2212297.95,0
6148,16695727,Saxena,Anjali,793,Karnataka,Female,61,3,941439.58,2,1,0,1065634.66,0
6149,11545384,Mishra,Vikram,417,Karnataka,Male,53,4,1435452.19,2,1,0,1451758.29,0
6150,13316651,Iyer,Rekha,472,Gujarat,Female,24,7,1066132.45,2,1,0,2188128.58,0
6151,18284160,Rao,Sunita,536,Karnataka,Female,24,3,478782.05,1,1,1,1570893.38,0
6152,13758412,Reddy,Pranav,323,Karnataka,Male,36,4,0.0,1,1,0,617082.36,0
6153,13416117,Sharma,Manish,385,Maharashtra,Male,46,4,0.0,2,1,0,1569284.86,0
6154,15022591,Shah,Deepak,870,Maharashtra,Male,26,5,95324.66,2,0,0,2421665.73,0
6155,14057075,Menon,Sunita,558,Maharashtra,Female,57,6,975008.36,3,1,0,2468261.52,1
6156,14154556,Bose,Rahul,366,Maharashtra,Male,42,2,576476.12,2,0,0,2287834.58,0
6157,13784471,Banerjee,Deepak,313,Tamil Nadu,Male,62,9,1395844.57,1,1,1,1854888.39,0
6158,11412263,Gupta,Rohan,395,Tamil Nadu,Male,59,2,515954.2,1,1,0,2226158.26,0
6159,10595465,Tiwari,Amit,756,Maharashtra,Male,27,8,72299.93,1,1,1,1131740.63,0
6160,10834594,Kapoor,Suresh,516,Tamil Nadu,Male,62,0,1420445.91,2,0,1,972838.05,0
6161,17496692,Saxena,Arjun,489,Maharashtra,Male,50,9,0.0,2,0,0,2488306.52,0
6162,18118763,Patel,Shreya,760,Delhi,Female,30,7,1469124.8,2,1,0,2226598.36,0
6163,13451433,Tiwari,Anjali,650,Maharashtra,Female,35,9,275610.23,1,1,0,445838.34,0
6164,15874957,Mishra,Siddharth,448,Delhi,Male,26,2,36717.75,2,1,0,2059435.37,0
6165,15192931,Reddy,Pranav,723,Delhi,Male,44,4,0.0,1,0,1,208137.08,0
6166,14202366,Agarwal,Ananya,350,Karnataka,Female,22,2,0.0,1,0,1,1169378.19,0
6167,15900823,Chatterjee,Aarav,384,Delhi,Male,60,9,0.0,1,1,0,375430.14,1
6168,17772008,Shah,Isha,500,Gujarat,Female,35,0,0.0,2,1,1,1034661.71,0
6169,16171255,Agarwal,Vikram,309,Maharashtra,Male,41,9,987262.08,2,1,0,2059626.98,0
6170,16794504,Menon,Rekha,791,Maharashtra,Female,38,4,0.0,1,0,0,528140.59,0
6171,14765382,Pillai,Rahul,567,Maharashtra,Male,25,7,518477.31,2,0,1,996019.91,0
6172,17312703,Pillai,Meera,511,Karnataka,Female,45,4,0.0,1,1,1,772386.88,0
6173,10310954,Bose,Sneha,797,Maharashtra,Female,56,3,203618.84,1,0,0,481656.25,0
6174,15155532,Reddy,Divya,747,Tamil Nadu,Female,30,8,124617.16,2,1,1,2428465.53,0
6175,19730791,Bose,Riya,683,Karnataka,Female,43,0,0.0,1,1,0,1187272.82,0
6176,18414057,Gupta,Manish,554,Karnataka,Male,44,4,1234158.29,1,1,1,230592.79,0
6177,17624629,Malhotra,Aarav,722,Karnataka,Male,30,0,349212.34,1,0,1,1751886.29,0
6178,19674422,Chopra,Aarav,652,Maharashtra,Male,26,5,1226188.75,1,1,0,1397718.44,0
6179,11977220,Shah,Deepak,491,Maharashtra,Male,33,9,0.0,2,1,0,2081959.42,0
6180,12460496,Joshi,Rajesh,498,Delhi,Male,41,8,437006.21,2,0,1,1023684.66,0
6181,11912191,Tiwari,Rekha,556,Karnataka,Female,52,1,0.0,2,0,0,2292214.5,0
6182,12968074,Agarwal,Isha,313,Maharashtra,Female,63,3,0.0,1,1,0,244689.54,0
6183,19595005,Pandey,Manish,704,Maharashtra,Male,35,7,954518.66,4,1,0,1396315.88,0
6184,11265835,Kumar,Deepak,873,Gujarat,Male,22,2,0.0,2,1,1,1313948.29,0
6185,16479722,Singh,Aditya,856,Maharashtra,Male,35,6,0.0,2,1,0,207382.99,0
6186,13398196,Desai,Sunita,737,Tamil Nadu,Female,37,6,1423198.66,2,1,1,326924.95,1
6187,14132544,Patel,Arjun,682,Tamil Nadu,Male,40,1,0.0,2,0,1,847675.58,0
6188,18151183,Chopra,Nisha,668,Delhi,Female,26,9,140961.79,1,0,1,1513444.65,0
6189,17032053,Patel,Rekha,543,Maharashtra,Female,35,3,0.0,2,1,0,659152.75,0
6190,19073932,Menon,Neha,455,Maharashtra,Female,37,0,201820.66,1,1,0,606815.27,0
6191,14957399,Chatterjee,Aarav,718,Tamil Nadu,Male,46,7,186752.03,1,1,1,495130.61,1
6192,13065890,Iyer,Aarav,306,Karnataka,Male,42,9,1483740.66,1,1,0,2332759.87,0
6193,11862152,Sharma,Ananya,839,Tamil Nadu,Female,29,9,281362.02,2,1,1,1490128.52,0
6194,16012365,Joshi,Shreya,389,Gujarat,Female,32,8,0.0,1,1,1,751413.39,0
6195,16011203,Singh,Kavya,490,Tamil Nadu,Female,42,0,0.0,2,1,1,2433219.45,0
6196,14090544,Saxena,Rajesh,817,Maharashtra,Male,43,6,739634.93,1,1,1,1127400.81,0
6197,18785333,Banerjee,Nisha,675,Maharashtra,Female,57,0,11895.24,2,1,0,440216.49,0
6198,10508673,Patel,Vikram,566,Tamil Nadu,Male,34,0,1092927.92,1,0,0,1365627.92,0
6199,17951924,Banerjee,Sneha,337,Maharashtra,Female,44,8,1428342.36,2,1,1,1189256.77,0
6200,17272124,Patel,Kavya,749,Maharashtra,Female,28,9,1155762.52,2,1,0,1612835.24,0
6201,17634722,Sharma,Sunita,746,Tamil Nadu,Female,46,9,0.0,1,1,0,1801902.16,1
6202,12114765,Pandey,Anjali,331,Delhi,Female,52,5,0.0,2,1,0,982715.96,1
6203,14548119,Pillai,Rajesh,522,Gujarat,Male,48,0,241853.52,1,0,1,577148.93,0
6204,10321012,Kapoor,Riya,462,Tamil Nadu,Female,52,6,0.0,2,1,1,1139463.88,0
6205,11792155,Gupta,Nisha,306,Maharashtra,Female,42,2,0.0,1,1,0,1351351.84,0
6206,13895939,Menon,Amit,512,Gujarat,Male,29,9,376008.54,1,1,0,1261855.98,0
6207,13633815,Bose,Priya,379,Delhi,Female,23,3,155153.78,2,1,0,258530.87,0
6208,14426519,Saxena,Rahul,636,Delhi,Male,45,3,0.0,1,0,1,2022675.17,0
6209,11491251,Tiwari,Rekha,652,Delhi,Female,59,7,1150436.47,2,0,0,976147.83,0
6210,11329600,Das,Nikhil,658,Maharashtra,Male,32,0,0.0,2,0,1,859583.03,0
6211,10241210,Joshi,Sneha,770,Karnataka,Female,49,7,0.0,2,1,1,675142.52,0
6212,13911454,Gupta,Pranav,622,Maharashtra,Male,23,8,467994.2,2,1,0,1532275.58,0
6213,10769412,Mehta,Rohan,475,Delhi,Male,61,6,1209203.29,2,0,0,1546669.19,0
6214,17938205,Mishra,Rajesh,462,Delhi,Male,43,0,1094244.13,1,0,0,1179618.3,0
6215,16997039,Singh,Nikhil,889,Tamil Nadu,Male,43,6,0.0,2,0,0,1740592.26,1
6216,12751851,Shah,Priya,558,Tamil Nadu,Female,38,5,0.0,2,0,0,268576.28,0
6217,19530807,Rao,Aarav,817,Maharashtra,Male,31,4,354904.11,2,1,0,2041719.84,0
6218,19869924,Chopra,Shreya,719,Delhi,Female,56,4,1153183.91,2,1,0,774412.67,0
6219,16699402,Menon,Sneha,385,Delhi,Female,46,0,978477.75,3,0,1,1267276.62,1
6220,18261295,Singh,Rekha,431,Maharashtra,Female,28,5,0.0,1,1,0,1908467.6,0
6221,19106847,Reddy,Shreya,821,Tamil Nadu,Female,48,3,135667.25,1,1,1,583942.54,0
6222,11685526,Yadav,Karan,794,Tamil Nadu,Male,38,0,0.0,1,1,0,2274466.0,0
6223,19028905,Mehta,Suresh,348,Maharashtra,Male,33,7,0.0,4,0,0,494909.46,0
6224,13976508,Malhotra,Aditya,312,Delhi,Male,56,7,174278.58,1,0,1,2065668.3,0
6225,15921793,Rao,Nikhil,665,Maharashtra,Male,62,3,717843.33,2,1,1,1104970.5,0
6226,18580268,Reddy,Divya,674,Karnataka,Female,60,6,0.0,2,1,0,560829.35,0
6227,19364643,Mehta,Rajesh,657,Maharashtra,Male,64,2,563638.52,4,0,1,2197324.44,0
6228,12815121,Joshi,Sunita,475,Gujarat,Female,32,7,0.0,2,0,1,1879021.68,1
6229,15870320,Kapoor,Deepak,517,Tamil Nadu,Male,42,6,0.0,1,0,1,712714.96,0
6230,19806271,Srivastava,Rekha,593,Delhi,Female,22,4,1218010.56,1,1,0,1723317.34,0
6231,14564544,Gupta,Rohan,733,Karnataka,Male,60,4,0.0,3,1,0,541799.3,1
6232,14579131,Yadav,Rajesh,473,Gujarat,Male,48,8,0.0,2,1,0,2443209.37,0
6233,10817347,Das,Divya,501,Karnataka,Female,33,5,349345.54,2,1,0,1452663.83,1
6234,13164613,Mishra,Vikram,890,Maharashtra,Male,53,5,926172.02,2,1,0,528922.4,0
6235,11309847,Pillai,Isha,700,Delhi,Female,23,1,1117567.02,1,1,1,333395.08,0
6236,15357343,Mehta,Rohan,735,Tamil Nadu,Male,54,4,0.0,2,0,0,1639887.79,0
6237,10235886,Sharma,Manish,568,Karnataka,Male,43,3,1272403.48,1,1,1,1675554.43,0
6238,11194267,Banerjee,Divya,635,Tamil Nadu,Female,52,9,1370928.66,2,1,0,2451108.48,0
6239,16937276,Mehta,Vikram,786,Gujarat,Male,40,2,561679.77,1,1,0,1332409.42,0
6240,14466198,Agarwal,Shreya,408,Gujarat,Female,48,8,1316927.8,1,0,0,966844.19,0
6241,15551782,Srivastava,Aarav,855,Gujarat,Male,28,6,0.0,2,0,1,1827451.18,0
6242,11114408,Yadav,Pooja,826,Maharashtra,Female,23,3,641019.01,2,1,1,2041337.15,0
6243,16262248,Tiwari,Deepak,815,Karnataka,Male,50,8,245871.49,4,1,0,1772612.02,0
6244,17778028,Shah,Nikhil,535,Tamil Nadu,Male,45,8,1442062.5,2,1,0,1904498.45,0
6245,15307520,Chatterjee,Rohan,863,Tamil Nadu,Male,50,6,1162574.14,1,0,1,1786156.14,0
6246,11140387,Gupta,Manish,501,Karnataka,Male,49,4,0.0,2,1,1,583166.67,1
6247,10131726,Chopra,Vikram,857,Maharashtra,Male,50,8,0.0,2,1,0,2060613.69,0
6248,18954972,Kapoor,Pooja,870,Tamil Nadu,Female,54,6,252859.91,2,1,0,1631533.8,0
6249,11852308,Pillai,Sunita,473,Tamil Nadu,Female,45,8,529044.16,2,0,0,1088335.55,1
6250,18404128,Yadav,Rajesh,843,Maharashtra,Male,37,2,345506.42,1,1,1,1718396.04,0
6251,14254953,Banerjee,Deepak,448,Karnataka,Male,44,8,0.0,1,1,0,2144439.92,0
6252,16465914,Gupta,Rahul,584,Maharashtra,Male,58,0,0.0,2,1,1,2180419.73,0
6253,12807322,Yadav,Arjun,853,Delhi,Male,48,4,0.0,1,0,1,954440.13,0
6254,19543199,Pillai,Rohan,801,Maharashtra,Male,53,1,109637.88,2,1,0,453921.06,0
6255,19106104,Yadav,Aditya,897,Delhi,Male,56,0,88835.09,1,1,0,697977.11,1
6256,15171082,Verma,Isha,807,Karnataka,Female,27,2,0.0,2,1,0,1588064.46,0
6257,16895170,Srivastava,Rekha,316,Karnataka,Female,43,6,0.0,1,1,0,1378319.47,0
6258,11044048,Das,Rohan,701,Tamil Nadu,Male,46,2,772903.38,2,0,1,1326719.42,0
6259,12793271,Shah,Rajesh,537,Tamil Nadu,Male,34,9,226241.63,4,1,0,883730.4,0
6260,13126697,Menon,Riya,744,Maharashtra,Female,62,9,1409775.63,1,1,0,355569.12,1
6261,16867480,Agarwal,Aditya,371,Maharashtra,Male,48,8,0.0,1,1,0,878287.96,0
6262,11380558,Chopra,Priya,325,Gujarat,Female,44,2,0.0,1,1,0,1785204.8,0
6263,12230583,Singh,Neha,388,Maharashtra,Female,27,5,1497753.86,1,1,0,1623014.86,0
6264,14324978,Menon,Divya,783,Gujarat,Female,56,1,0.0,1,0,0,821770.21,0
6265,10830962,Shah,Manish,534,Tamil Nadu,Male,59,7,0.0,2,1,1,1970853.86,0
6266,10330206,Shah,Nisha,338,Karnataka,Female,35,9,0.0,1,0,0,2404887.57,0
6267,13805865,Shah,Pooja,343,Gujarat,Female,23,4,0.0,1,0,0,765936.84,1
6268,15389910,Gupta,Pooja,659,Maharashtra,Female,22,1,1091466.84,2,1,0,2005084.28,1
6269,13723538,Pandey,Rekha,363,Delhi,Female,27,6,0.0,2,1,0,2004535.43,1
6270,14519779,Mishra,Amit,772,Karnataka,Male,36,2,1472116.02,1,1,1,1419894.8,0
6271,18287916,Saxena,Rajesh,897,Delhi,Male,41,4,308786.71,2,0,0,203263.67,0
6272,12402511,Sharma,Nisha,583,Gujarat,Female,29,8,0.0,2,0,1,862687.47,0
6273,13727111,Chopra,Priya,894,Maharashtra,Female,32,0,372666.07,1,0,1,270748.43,0
6274,18843734,Mishra,Neha,806,Karnataka,Female,49,1,0.0,2,0,1,1128054.96,0
6275,13971342,Mishra,Anjali,630,Karnataka,Female,44,4,983423.4,2,1,1,1500095.83,0
6276,18123509,Pillai,Amit,603,Tamil Nadu,Male,53,3,469309.6,2,1,1,1195448.03,0
6277,13047633,Gupta,Deepak,867,Delhi,Male,34,0,558661.14,1,1,0,1790011.19,0
6278,15052084,Mehta,Rahul,840,Delhi,Male,63,6,683835.3,2,0,0,725474.78,0
6279,12367663,Reddy,Vikram,756,Tamil Nadu,Male,38,8,660730.1,1,0,1,361047.94,0
6280,13601257,Tiwari,Pooja,586,Maharashtra,Female,25,0,264479.25,1,1,0,571924.96,0
6281,15305931,Iyer,Aditya,370,Tamil Nadu,Male,35,7,1285447.27,2,1,0,800214.41,0
6282,16880231,Tiwari,Isha,436,Karnataka,Female,27,8,1159724.8,1,0,1,744434.55,0
6283,13704268,Joshi,Shreya,362,Tamil Nadu,Female,45,1,0.0,1,1,0,1371118.17,0
